"names","budgets","years","currencies"
"Rapporto Fuller, base Stoccolma",NA,"1968",NA
"The Really Big Family",NA,"1966",NA
"Rece do góry",NA,"1981",NA
"Red Tomahawk",NA,"1967",NA
"Reflections in a Golden Eye",4500000,"1967","USD"
"The Reluctant Astronaut",NA,"1967",NA
"Resan",275000,"1967","SEK"
"Gallery of Horror",20000,"1967","USD"
"Ride to Hangman's Tree",NA,"1967",NA
"Rififí ad Amsterdam",NA,"1966",NA
"Riot on Sunset Strip",250000,"1967","USD"
"Les risques du métier",NA,"1967",NA
"Robbery",NA,"1967",NA
"Run Like a Thief",NA,"1967",NA
"El rojo",NA,"1966",NA
"Rough Night in Jericho",NA,"1967",NA
"Rumbo a Belén",NA,"1967",NA
"The Sailor from Gibraltar",NA,"1967",NA
"Le samouraï",NA,"1967",NA
"Die Schlangengrube und das Pendel",NA,"1967",NA
"Scusi, facciamo l'amore?",NA,"1968",NA
"7 donne per i MacGregor",NA,"1967",NA
"La señora Muerte",NA,"1969",NA
"La sfinge d'oro",NA,"1967",NA
"She Freak",65000,"1967","USD"
"The Shooting",75000,"1966","USD"
"The Shuttered Room",NA,"1967",NA
"Los 7 de Pancho Villa",NA,"1967",NA
"Trappola per sette spie",NA,"1966",NA
"Silnye dukhom",NA,"1967",NA
"Ski Fever",NA,"1966",NA
"Skrållan, Ruskprick och Knorrhane",NA,"1967",NA
"Soleil O",NA,"1970",NA
"Something Weird",35000,"1967","USD"
"Sor Ye-yé",NA,"1968",NA
"The Sorcerers",NA,"1967",NA
"Spree",NA,"1967",NA
"The St. Valentine's Day Massacre",1e+06,"1967","USD"
"Lo straniero",NA,"1967",NA
"Superargo contro Diabolikus",NA,"1966",NA
"Svadba v Malinovke",NA,"1967",NA
"Sábado en la playa",NA,"1967",NA
"A Taste of Blood",65000,"1967","USD"
"Tecnica di un omicidio",NA,"1966",NA
"Rota do Progresso",NA,"1964",NA
"El terrible de Chicago",NA,"1967",NA
"El tesoro del capitán Tornado",NA,"1968",NA
"Theatre of Death",NA,"1967",NA
"They Came from Beyond Space",NA,"1967",NA
"Thoroughly Modern Millie",6e+06,"1967","USD"
"Jules Verne's Rocket to the Moon",NA,"1967",NA
"Thunder Alley",NA,"1967",NA
"Il tigre",NA,"1967",NA
"A Time for Killing",2e+06,"1967","USD"
"To Sir, with Love",640000,"1967","USD"
"Tobruk",NA,"1967",NA
"Tofflan",NA,"1967",NA
"Torture Garden",NA,"1967",NA
"Toutes folles de lui",NA,"1967",NA
"La grande notte di Ringo",NA,"1966",NA
"Yerankyuni",NA,"1967",NA
"Tri topolya na Plyushchikhe",NA,"1968",NA
"The Trip",450000,"1967","USD"
"Troppo per vivere... poco per morire",NA,"1967",NA
"Tunelul",NA,"1966",NA
"Tuset Street",NA,"1968",NA
"Tutto per tutto",NA,"1968",NA
"Two for the Road",4e+06,"1967","USD"
"Tecnica di una spia",NA,"1966",NA
"Tecnica per un massacro",NA,"1967",NA
"Uchû daikaijû Girara",NA,"1967",NA
"L'une et l'autre",NA,"1967",NA
"Up the Down Staircase",NA,"1967",NA
"Up the Junction",NA,"1968",NA
"V ogne broda net",NA,"1968",NA
"Vado... l'ammazzo e torno",NA,"1967",NA
"Valley of the Dolls",5e+06,"1967","USD"
"La venganza del sexo",NA,"1969",NA
"Venus in Furs",8500,"1967","USD"
"De verloedering van de Swieps",2e+05,"1967","NLG"
"Una vez al año ser hippy no hace daño",NA,"1969",NA
"Viaje al vacío",NA,"1969",NA
"Viaggio di nozze all'italiana",NA,"1966",NA
"Le vicomte règle ses comptes",NA,"1967",NA
"The Viking Queen",471000,"1967","GBP"
"La vingt-cinquième heure",NA,"1967",NA
"Le viol du vampire",2e+05,"1968","FRF"
"Las visitaciones del diablo",NA,"1968",NA
"Vivre pour vivre",NA,"1967",NA
"Viy",NA,"1967",NA
"Voyna i mir III: 1812 god",NA,"1967",NA
"Le voleur",NA,"1967",NA
"Volver a vivir",NA,"1968",NA
"Von Rosa von Praunheim",1000,"1968","DEM"
"The Vulture",2e+05,"1966","CAD"
"Wait Until Dark",3e+06,"1967","USD"
"The War Wagon",NA,"1967",NA
"Warrendale",60000,"1967","CAD"
"Waterhole #3",NA,"1967",NA
"Way Out",NA,"1967",NA
"The Way West",NA,"1967",NA
"Week End",250000,"1967","USD"
"Welcome to Hard Times",NA,"1967",NA
"Wenn es Nacht wird auf der Reeperbahn",NA,"1967",NA
"The Wild Rebels",75000,"1967","USD"
"Winchester 73",NA,"1967",NA
"Ya vas lyubil...",NA,"1968",NA
"You Only Live Twice",9500000,"1967","USD"
"Zelyonaya kareta",NA,"1967",NA
"Zhenya, Zhenechka i 'Katyusha'",NA,"1967",NA
"Zhurnalist",NA,"1967",NA
"Zur Sache, Schätzchen",NA,"1968",NA
"Quiere casarse conmigo...?!",NA,"1967",NA
"¿Qué hacemos con los hijos?",NA,"1967",NA
"À coeur joie",NA,"1967",NA
"À tout casser",NA,"1968",NA
"""The Banana Splits Adventure Hour""",NA,"1968",NA
"""Blondie""",NA,"1968",NA
"""Bombi Bitt och jag""",NA,"1968",NA
"""Pippi Långstrump""",3e+06,"1969","SEK"
"""Les aventures de Tom Sawyer""",NA,"1968",NA
"Mädchen für die Mambo-Bar",NA,"1959",NA
"2001: A Space Odyssey",1.2e+07,"1968","USD"
"30 Is a Dangerous Age, Cynthia",NA,"1968",NA
"5 Card Stud",NA,"1968",NA
"Setenta veces siete",NA,"1968",NA
"Un homme à abattre",NA,"1967",NA
"Uno a uno, sin piedad",NA,"1968",NA
"Adieu l'ami",NA,"1968",NA
"Adolphe, ou l'âge tendre",NA,"1968",NA
"Al rojo vivo",NA,"1969",NA
"Algo amargo en la boca",NA,"1969",NA
"All Neat in Black Stockings",NA,"1969",NA
"L'amante di Gramigna",NA,"1969",NA
"Amanti",NA,"1968",NA
"The Ambushers",NA,"1967",NA
"Las amiguitas de los ricos",NA,"1967",NA
"Ammazzali tutti e torna solo",NA,"1968",NA
"L'amour",NA,"1970",NA
"Anche nel west c'era una volta Dio",NA,"1968",NA
"Angels from Hell",NA,"1968",NA
"The Anniversary",1450000,"1968","USD"
"Lo sbarco di Anzio",NA,"1968",NA
"Arizona Bushwhackers",NA,"1968",NA
"Arrriva Dorellik",NA,"1967",NA
"Omicidio per vocazione",NA,"1968",NA
"Assignment K",NA,"1968",NA
"Assignment to Kill",NA,"1968",NA
"Astérix et Cléopâtre",NA,"1968",NA
"Attack on the Iron Coast",NA,"1968",NA
"""Die Lederstrumpferzählungen""",NA,"1969",NA
"Baisers volés",350000,"1968","USD"
"El Baldiri de la costa",NA,"1968",NA
"Balsamus l'uomo di Satana",NA,"1970",NA
"Bandidos",NA,"1967",NA
"Banditi a Milano",NA,"1968",NA
"Bandolero!",4450000,"1968","USD"
"Bang Bang Kid",NA,"1967",NA
"Barbarella",9e+06,"1968","USD"
"I bastardi",NA,"1968",NA
"La bataille de San Sebastian",NA,"1968",NA
"Un bellissimo novembre",NA,"1969",NA
"Benjamin ou Les mémoires d'un puceau",NA,"1968",NA
"Les biches",NA,"1968",NA
"The Big Snatch",11000,"1971","USD"
"The Birthday Party",NA,"1968",NA
"Blackbeard's Ghost",NA,"1968",NA
"The Bliss of Mrs. Blossom",NA,"1968",NA
"The Blood of Fu Manchu",NA,"1968",NA
"Blue Demon y las invasoras",NA,"1969",NA
"Blue Movie",3000,"1969","USD"
"The Bofors Gun",4e+06,"1968","GBP"
"Boom",1e+07,"1968","USD"
"The Young Animals",NA,"1968",NA
"The Boston Strangler",4100000,"1968","USD"
"Bratya Karamazovy",NA,"1969",NA
"Brides of Blood",NA,"1968",NA
"Brilliantovaya ruka",NA,"1969",NA
"Brutti di notte",NA,"1968",NA
"Buckskin",NA,"1968",NA
"Bullitt",5500000,"1968","USD"
"Buona Sera, Mrs. Campbell",NA,"1968",NA
"Bye Bye Braverman",NA,"1968",NA
"Les têtes brûlées",NA,"1967",NA
"La canción del olvido",NA,"1969",NA
"Candy",3e+06,"1968","USD"
"Cantando a la vida",NA,"1969",NA
"Capriccio all'italiana",NA,"1968",NA
"Carry On... Up the Khyber",NA,"1968",NA
"El certificado",NA,"1970",NA
"A Challenge for Robin Hood",NA,"1967",NA
"The Challengers",NA,"1970",NA
"La chamade",NA,"1968",NA
"The Charge of the Light Brigade",8e+06,"1968","USD"
"Charlie, the Lonesome Cougar",NA,"1967",NA
"Charly",NA,"1968",NA
"La chica de los anuncios",NA,"1968",NA
"Der Sarg bleibt heute zu",NA,"1967",NA
"Chitty Chitty Bang Bang",1e+07,"1968","USD"
"5 per l'inferno",NA,"1969",NA
"Die sieben Männer der Sumuru",NA,"1969",NA
"The Clown and the Kids",NA,"1967",NA
"Il cobra",NA,"1967",NA
"Comando al infierno",NA,"1969",NA
"Coogan's Bluff",1500000,"1968","USD"
"Corri uomo corri",NA,"1968",NA
"Countdown",NA,"1967",NA
"The Counterfeit Killer",NA,"1968",NA
"Counterpoint",NA,"1967",NA
"Curse of the Crimson Altar",NA,"1968",NA
"Cristina Guzmán",NA,"1968",NA
"Las crueles",NA,"1969",NA
"Cruzada en la mar",NA,"1968",NA
"Cuidado con las señoras",NA,"1968",NA
"Custer of the West",4e+06,"1967","USD"
"¡Cómo sois las mujeres!",NA,"1968",NA
"Daddy, Darling",NA,"1970",NA
"Daimajin",NA,"1966",NA
"Dalle Ardenne all'inferno",NA,"1967",NA
"The Dance of Death",NA,"1969",NA
"Danger Route",NA,"1967",NA
"Diabolik",4e+05,"1968","USD"
"Daring Game",NA,"1968",NA
"Day of the Evil Gun",NA,"1968",NA
"De Picos Pardos a la ciudad",NA,"1969",NA
"Marquis de Sade: Justine",NA,"1969",NA
"Les demoiselles de Rochefort",NA,"1967",NA
"Los desafíos",NA,"1969",NA
"The Desperate Ones",NA,"1967",NA
"The Destructors",NA,"1968",NA
"The Detective",4490000,"1968","USD"
"Detektive",NA,"1969",NA
"The Devil's Brigade",NA,"1968",NA
"Digan lo que digan",NA,"1968",NA
"Dillinger è morto",NA,"1969",NA
"La dinamita está servida",NA,"1968",NA
"The Dirty Girls",40000,"1965","USD"
"Divorcio a la andaluza",NA,"1975",NA
"Doctor Faustus",NA,"1967",NA
"Dom kallar oss mods",75000,"1968","SEK"
"Donne... botte e bersaglieri",NA,"1968",NA
"Vestidas y alborotadas",NA,"1968",NA
"Dozhivyom do ponedelnika",NA,"1968",NA
"Dracula Has Risen from the Grave",NA,"1968",NA
"Due volte Giuda",NA,"1968",NA
"Dyrlægens plejebørn",NA,"1968",NA
"Un día es un día",NA,"1968",NA
"Eksperiment doktora Absta",NA,"1968",NA
"Escalation",NA,"1968",NA
"Escape to Mindanao",NA,"1968",NA
"La esclava del paraíso",NA,"1968",NA
"España otra vez",NA,"1969",NA
"Experience",NA,"1968",NA
"The Face of Eve",NA,"1968",NA
"Faces",275000,"1968","USD"
"Malenka",NA,"1969",NA
"Fear Chamber",NA,"1968",NA
"Fenomenal e il tesoro di Tutankamen",NA,"1968",NA
"The Filthy Five",10500,"1968","USD"
"Finders Keepers, Lovers Weepers!",82000,"1968","USD"
"Finian's Rainbow",3500000,"1968","USD"
"Firecreek",NA,"1968",NA
"Flesh",4000,"1968","USD"
"For Singles Only",NA,"1968",NA
"Fort Utah",NA,"1967",NA
"The Fox",NA,"1967",NA
"Fuego",NA,"1969",NA
"Funny Girl",14100000,"1968","USD"
"Fényes szelek",NA,"1969",NA
"Le gendarme se marie",NA,"1968",NA
"Gente d'onore",NA,"1967",NA
"Gentleman Jo... uccidi",NA,"1967",NA
"The Girl on a Motorcycle",NA,"1968",NA
"Giugno '44 - Sbarcheremo in Normandia",NA,"1968",NA
"God Respects Us When We Work, But Loves Us When We Dance",NA,"1968",NA
"Der Gorilla von Soho",NA,"1968",NA
"Goto, l'île d'amour",NA,"1969",NA
"La grande lessive (!)",NA,"1968",NA
"Il grande silenzio",NA,"1968",NA
"The Green Berets",7e+06,"1968","USD"
"Greetings",39000,"1968","USD"
"Die grosse Treibjagd",NA,"1968",NA
"Gungala la pantera nuda",NA,"1968",NA
"Un gangster venuto da Brooklyn",NA,"1966",NA
"L'ira di Dio",NA,"1968",NA
"""Hawaii Five-O""",NA,"1968",NA
"Head",750000,"1968","USD"
"The Heart Is a Lonely Hunter",2e+06,"1968","USD"
"Heidi",NA,"1968",NA
"Hell in the Pacific",4150000,"1968","USD"
"Hell's Belles",NA,"1969",NA
"Hellfighters",NA,"1968",NA
"Nobody Runs Forever",NA,"1968",NA
"Historia de una chica sola",NA,"1969",NA
"Ho!",NA,"1968",NA
"Hola... señor Dios",NA,"1970",NA
"Hombre en la trampa",NA,"1969",NA
"The Hooked Generation",NA,"1968",NA
"Hora cero: Operación Rommel",NA,"1969",NA
"Horas prohibidas",NA,"1969",NA
"La horripilante bestia humana",NA,"1969",NA
"Hot Millions",NA,"1968",NA
"House of Evil",NA,"1968",NA
"How Sweet It Is!",NA,"1968",NA
"I Love You, Alice B. Toklas!",NA,"1968",NA
"The Other People",NA,"1968",NA
"Ice Station Zebra",8e+06,"1968","USD"
"If He Hollers, Let Him Go!",NA,"1968",NA
"Histoire immortelle",NA,"1968",NA
"In Enemy Country",NA,"1968",NA
"In Search of Gregory",NA,"1969",NA
"The Incredible Invasion",NA,"1971",NA
"Inspector Clouseau",NA,"1968",NA
"The Invincible Six",NA,"1970",NA
"Isabel",3e+05,"1968","CAD"
"Isadora",NA,"1968",NA
"La muerte viviente",NA,"1971",NA
"'It's Alive!'",NA,"1969",NA
"Jag är nyfiken - en film i blått",NA,"1968",NA
"Je t'aime, je t'aime",NA,"1968",NA
"Les jeunes loups",NA,"1968",NA
"Kaijû sôshingeki",2e+08,"1968","JPY"
"Kampf um Rom I",NA,"1968",NA
"Khozyain taygi",NA,"1969",NA
"Killers Three",NA,"1968",NA
"The Killing of Sister George",NA,"1968",NA
"Kommissar X - Drei goldene Schlangen",NA,"1969",NA
"Kôshikei",NA,"1968",NA
"Krakh",NA,"1969",NA
"Kyuketsuki Gokemidoro",NA,"1968",NA
"Lady in Cement",3585000,"1968","USD"
"Lebenszeichen",25000,"1968","DEM"
"The Legend of Lylah Clare",NA,"1968",NA
"The Legend of Silent Night",NA,"1968",NA
"La leçon particulière",NA,"1968",NA
"The Lion in Winter",NA,"1968",NA
"Live a Little, Love a Little",NA,"1968",NA
"Lo voglio morto",NA,"1968",NA
"Lonesome Cowboys",NA,"1968",NA
"The Long Day's Dying",NA,"1968",NA
"Long-Play",NA,"1968",NA
"Los que tocan el piano",NA,"1968",NA
"The Lost Continent",NA,"1968",NA
"A Lovely Way to Die",NA,"1968",NA
"Lucrezia",NA,"1968",NA
"Mad Doctor of Blood Island",125000,"1968","USD"
"Madigan",NA,"1968",NA
"El magnífico Tony Carrera",NA,"1968",NA
"The Magus",NA,"1968",NA
"Der Mann mit dem Glasauge",NA,"1969",NA
"Lila",35000,"1968","USD"
"La marca del Hombre Lobo",NA,"1968",NA
"El marino de los puños de oro",NA,"1968",NA
"Martín Fierro",NA,"1968",NA
"Witchfinder General",175000,"1968","USD"
"Il mercenario",NA,"1968",NA
"Le canard en fer blanc",NA,"1967",NA
"A Midsummer Night's Dream",NA,"1968",NA
"Un dollaro per 7 vigliacchi",NA,"1968",NA
"Min søsters børn vælter byen",NA,"1968",NA
"La 'mini' tía",NA,"1968",NA
"Misión cumplida",NA,"1970",NA
"El misterio de los hongos alucinantes",NA,"1968",NA
"La morte non ha sesso",NA,"1968",NA
"Myortvyy sezon",NA,"1968",NA
"The Name of the Game Is Kill!",325000,"1968","USD"
"Negatives",NA,"1968",NA
"Never a Dull Moment",NA,"1968",NA
"The Night They Raided Minsky's",3e+06,"1968","USD"
"Night of the Living Dead",114000,"1968","USD"
"No Way to Treat a Lady",NA,"1968",NA
"No desearás la mujer de tu prójimo",NA,"1968",NA
"No disponible",NA,"1969",NA
"No le busques tres pies...",NA,"1968",NA
"No somos de piedra",NA,"1968",NA
"Nocturno 29",NA,"1968",NA
"Novye priklyucheniya neulovimykh",NA,"1968",NA
"O.K. Yevtushenko",NA,"1968",NA
"Objetivo: bi-ki-ni",NA,"1969",NA
"The Odd Couple",1200000,"1968","USD"
"Office Love-in, White-Collar Style",NA,"1968",NA
"Oggi a me... domani a te!",NA,"1968",NA
"Ogon, voda i... mednye truby",NA,"1968",NA
"Les oiseaux vont mourir au Pérou",NA,"1968",NA
"Oliver!",1e+07,"1968","USD"
"The One and Only, Genuine, Original Family Band",NA,"1968",NA
"Only When I Larf",NA,"1968",NA
"Operación Mata Hari",NA,"1968",NA
"Out of It",NA,"1969",NA
"Pacto diabólico",NA,"1969",NA
"El padre Coplillas",NA,"1968",NA
"Pagó cara su muerte",NA,"1969",NA
"Palabras de amor",NA,"1968",NA
"Paper Lion",NA,"1968",NA
"Orgasmo",NA,"1969",NA
"The Party",1500000,"1968","USD"
"El paseíllo",NA,"1968",NA
"Pecados conyugales",NA,"1969",NA
"Pepa Doncel",NA,"1969",NA
"Petulia",NA,"1968",NA
"The Pink Jungle",NA,"1968",NA
"Una pistola per cento bare",NA,"1968",NA
"Planet of the Apes",5800000,"1968","USD"
"Play Dirty",NA,"1969",NA
"Por mis pistolas",NA,"1968",NA
"Pour un amour lointain",NA,"1968",NA
"Pretty Poison",1800000,"1968","USD"
"La prisonnière",NA,"1968",NA
"The Private Navy of Sgt. O'Farrell",NA,"1968",NA
"The Producers",941000,"1967","USD"
"Professor Columbus",750000,"1968","NLG"
"Psych-Out",2e+05,"1968","USD"
"Quella sporca storia nel west",NA,"1968",NA
"15 forche per un assassino",NA,"1967",NA
"Rachel, Rachel",7e+05,"1968","USD"
"Una ragazza piuttosto complicata",NA,"1969",NA
"Le Rapace",NA,"1968",NA
"Rapirea fecioarelor",4767000,"1968","ROL"
"Razvedchiki",NA,"1968",NA
"Rebus",NA,"1969",NA
"Los recuerdos del porvenir",NA,"1969",NA
"Relaciones casi públicas",NA,"1969",NA
"Remolino de pasiones",NA,"1970",NA
"La resa dei conti",NA,"1966",NA
"Rivers of Fire and Ice",NA,"1968",NA
"La rivoluzione sessuale",NA,"1968",NA
"Romeo and Juliet",NA,"1968",NA
"Rose rosse per il führer",NA,"1968",NA
"Rosemary's Baby",2300000,"1968","USD"
"A Rough Sketch for a Proposed Film Dealing with the Powers of Ten and the Relative Size of Things in the Universe",NA,"1968",NA
"La route de Corinthe",NA,"1967",NA
"Réquiem para el gringo",NA,"1968",NA
"Salt and Pepper",NA,"1968",NA
"Sangre en el ruedo",NA,"1969",NA
"Sonora",NA,"1968",NA
"Satanik",NA,"1968",NA
"Savage Intruder",NA,"1970",NA
"The Savage Seven",NA,"1968",NA
"6 simpatiche carogne - Uno scacco tutto matto",NA,"1968",NA
"The Scalphunters",NA,"1968",NA
"Das Schloß",NA,"1968",NA
"Se incontri Sartana prega per la tua morte",NA,"1968",NA
"The Sea Gull",NA,"1968",NA
"Secret Ceremony",3200000,"1968","USD"
"Las secretarias",NA,"1969",NA
"Seduto alla sua destra",NA,"1968",NA
"Sequestro di persona",NA,"1968",NA
"Sergeant Ryker",NA,"1968",NA
"The Shakiest Gun in the West",NA,"1968",NA
"Shalako",1455000,"1968","USD"
"Sharon vestida de rojo",NA,"1969",NA
"She-Devils on Wheels",50000,"1968","USD"
"The Shoes of the Fisherman",NA,"1968",NA
"Siete minutos para morir",NA,"1969",NA
"Simón Bolívar",NA,"1969",NA
"Sinthia: The Devil's Doll",NA,"1970",NA
"Sjors en Sjimmie in het Land der Reuzen",NA,"1968",NA
"Skammen",2800000,"1968","SEK"
"Skidoo",NA,"1968",NA
"Sluzhili dva tovarishcha",NA,"1968",NA
"Solos los dos",NA,"1968",NA
"Sous le signe du taureau",NA,"1969",NA
"Space Thing",17500,"1968","USD"
"Speedway",1500000,"1968","USD"
"The Split",NA,"1968",NA
"Spur des Falken",NA,"1968",NA
"Star!",1.4e+07,"1968","USD"
"Stay Away, Joe",NA,"1968",NA
"La permission",1e+05,"1968","USD"
"Stress-es tres-tres",NA,"1968",NA
"Stuntman",NA,"1968",NA
"Los subdesarrollados",NA,"1968",NA
"The Subject Was Roses",NA,"1968",NA
"Submarine X-1",NA,"1968",NA
"Svarta palmkronor",1500000,"1968","SEK"
"Sweet November",NA,"1968",NA
"The Sweet Ride",NA,"1968",NA
"The Swimmer",NA,"1968",NA
"Targets",130000,"1968","USD"
"Le tatoué",NA,"1968",NA
"Teorema",NA,"1968",NA
"Tepepa",NA,"1969",NA
"Therese and Isabelle",250000,"1968","USD"
"Las Vegas, 500 millones",NA,"1968",NA
"They Ran for Their Lives",NA,"1968",NA
"The Thomas Crown Affair",4300000,"1968","USD"
"Three Guns for Texas",NA,"1968",NA
"Three in the Attic",NA,"1968",NA
"Thunderbird 6",NA,"1968",NA
"Tiger by the Tail",NA,"1970",NA
"Tinto con amor",NA,"1968",NA
"Der Tod im roten Jaguar",NA,"1968",NA
"Tramp oder der einzige und unvergleichliche Lenny Jacobsen",NA,"1968",NA
"Histoires extraordinaires",NA,"1968",NA
"Trembita",NA,"1968",NA
"Tres tristes tigres",NA,"1968",NA
"El turismo es un gran invento",NA,"1968",NA
"Der Turm der verbotenen Liebe",NA,"1968",NA
"Twisted Nerve",NA,"1968",NA
"Täällä Pohjantähden alla",9e+05,"1968","FIM"
"Un soir, un train",NA,"1968",NA
"Under ditt parasoll",1300000,"1968","SEK"
"Une corde... un Colt...",NA,"1969",NA
"Uno dopo l'altro",NA,"1968",NA
"L'uomo del colpo perfetto",NA,"1967",NA
"Uptight",NA,"1968",NA
"Vacanze sulla Costa Smeralda",NA,"1968",NA
"I tre che sconvolsero il West (Vado, vedo e sparo)",NA,"1968",NA
"Las vampiras",NA,"1969",NA
"I vigliacchi non pregano",NA,"1969",NA
"The Vengeance of Fu Manchu",NA,"1967",NA
"The Vengeance of She",NA,"1968",NA
"Verde doncella",NA,"1968",NA
"Le vieil homme et l'enfant",NA,"1967",NA
"La vil seducción",NA,"1968",NA
"Den vilda jakten på likbilen",1e+06,"1969","SEK"
"Villa Rides",NA,"1968",NA
"Vin ciclistii",3458000,"1968","ROL"
"Le viol d'une jeune fille douce",65000,"1968","CAD"
"Violenza al sole",NA,"1969",NA
"Virineya",NA,"1969",NA
"La viudita ye-yé",NA,"1968",NA
"Vixen!",76000,"1968","USD"
"Le voleur de crimes",NA,"1969",NA
"Voyage to the Planet of Prehistoric Women",NA,"1968",NA
"Voyna i mir",1e+08,"1966","USD"
"Weisse Wölfe",NA,"1969",NA
"Where Were You When the Lights Went Out?",NA,"1968",NA
"I Call First",75000,"1967","USD"
"The Wicked Dreams of Paula Schultz",NA,"1968",NA
"Wild in the Streets",1e+06,"1968","USD"
"Will Penny",1400000,"1967","USD"
"Voltati... ti uccido!",NA,"1967",NA
"Winnetou und Shatterhand im Tal der Toten",3e+06,"1968","DEM"
"Winnie the Pooh and the Blustery Day",NA,"1968",NA
"With Six You Get Eggroll",NA,"1968",NA
"Rengô kantai shirei chôkan: Yamamoto Isoroku",1e+08,"1968","JPY"
"Yellow Submarine",250000,"1968","GBP"
"Eshchyo raz pro lyubov",NA,"1968",NA
"The Young Runaways",NA,"1968",NA
"Yours, Mine and Ours",2500000,"1968","USD"
"Zhuravushka",NA,"1969",NA
"Zigzag udachi",NA,"1968",NA
"Zolotoy telyonok",NA,"1968",NA
"Zorro il cavaliere della vendetta",NA,"1971",NA
"If....",NA,"1968",NA
"¡Cómo está el servicio!",NA,"1968",NA
"Dame un poco de amooor...!",NA,"1968",NA
"¿Quién grita venganza?",NA,"1968",NA
"...4 ..3 ..2 ..1 ...morte",NA,"1967",NA
"El último día de la guerra",NA,"1970",NA
"""The Benny Hill Show""",NA,"1969",NA
"""Music Scene""",NA,"1969",NA
"""Scooby Doo, Where Are You!""",NA,"1969",NA
"""Sesame Street""",NA,"1969",NA
"""UFO""",NA,"1970",NA
"100 Rifles",3920000,"1969","USD"
"Two Thousand Weeks",NA,"1969",NA
"80 Steps to Jonah",NA,"1969",NA
"Der heiße Tod",NA,"1969",NA
"A 45 revoluciones por minuto",NA,"1969",NA
"A doppia faccia",NA,"1969",NA
